Index,Day,ID,daylength,leaves,days_since_germ,days_since_trueleaf,,,,,,ID,Day_length,Mutilated,Date_germ,Date_trueleaf,Days from germination to first true leaf,Date 2nd leaf,Date infl. emerge,germ to repro,true leaf to repro
1292,11/30/2022,S27,Short,14,62,49,,,,,,,,,,,,,,,
1293,12/2/2022,S27,Short,15,64,51,,,,,,,,,,,,,,,
1294,12/4/2022,S27,Short,15,66,53,,,,,,,,,,,,,,,
1295,12/6/2022,S27,Short,15,68,55,,,,,,,,,,,,,,,
1296,12/10/2022,S27,Short,16,72,59,,,,,,,,,,,,,,,
1297,12/11/2022,S27,Short,NA,73,60,,,,,,,,,,,,,,,
1298,12/13/2022,S27,Short,17,75,62,,,,,,,,,,,,,,,
1299,12/15/2022,S27,Short,19,77,64,,,,,,,,,,,,,,,
1300,12/17/2022,S27,Short,19,79,66,,,,,,,,,,,,,,,
1301,9/28/2022,S29,Short,NA,,,,,,,,,,,,,,,,,
1302,9/29/2022,S29,Short,NA,,,,,,,,,,,,,,,,,
1303,9/30/2022,S29,Short,NA,,,,,,,,,,,,,,,,,
1304,10/1/2022,S29,Short,NA,,,,,,,,,,,,,,,,,
1305,10/2/2022,S29,Short,NA,,,,,,,,,,,,,,,,,
1306,10/3/2022,S29,Short,NA,,,,,,,,,,,,,,,,,
1307,10/4/2022,S29,Short,NA,,,,,,,,,,,,,,,,,
1308,10/5/2022,S29,Short,NA,,,,,,,,,,,,,,,,,
1309,10/6/2022,S29,Short,NA,,,,,,,,,,,,,,,,,
1310,10/7/2022,S29,Short,NA,,,,,,,,,,,,,,,,,
1311,10/8/2022,S29,Short,NA,,,,,,,,,,,,,,,,,
1312,10/9/2022,S29,Short,NA,,,,,,,,,,,,,,,,,
1313,10/10/2022,S29,Short,NA,,,,,,,,,,,,,,,,,
1314,10/11/2022,S29,Short,NA,,,,,,,,,,,,,,,,,
1315,10/12/2022,S29,Short,NA,,,,,,,,,,,,,,,,,
1316,10/13/2022,S29,Short,NA,3,1,,,,,,,,,,,,,,,
1317,10/14/2022,S29,Short,NA,4,2,,,,,,,,,,,,,,,
1318,10/15/2022,S29,Short,NA,5,3,,,,,,,,,,,,,,,
1319,10/16/2022,S29,Short,2,6,4,,,,,,,,,,,,,,,
1320,10/17/2022,S29,Short,NA,7,5,,,,,,,,,,,,,,,
1321,10/18/2022,S29,Short,NA,8,6,,,,,,,,,,,,,,,
1322,10/19/2022,S29,Short,3,9,7,,,,,,,,,,,,,,,
1323,10/21/2022,S29,Short,NA,11,9,,,,,,,,,,,,,,,
1324,10/24/2022,S29,Short,NA,14,12,,,,,,,,,,,,,,,
1325,10/24/2022,S29,Short,2,14,12,,,,,,,,,,,,,,,
1326,10/25/2022,S29,Short,3,15,13,,,,,,,,,,,,,,,
1327,10/26/2022,S29,Short,4,16,14,,,,,,,,,,,,,,,
1328,10/27/2022,S29,Short,5,17,15,,,,,,,,,,,,,,,
1329,10/31/2022,S29,Short,5,21,19,,,,,,,,,,,,,,,
1330,11/2/2022,S29,Short,5,23,21,,,,,,,,,,,,,,,
1331,11/4/2022,S29,Short,5,25,23,,,,,,,,,,,,,,,
1332,11/7/2022,S29,Short,6,28,26,,,,,,,,,,,,,,,
1333,11/9/2022,S29,Short,7,30,28,,,,,,,,,,,,,,,
1334,11/11/2022,S29,Short,8,32,30,,,,,,,,,,,,,,,
1335,11/14/2022,S29,Short,10,35,33,,,,,,,,,,,,,,,
1336,11/16/2022,S29,Short,10,37,35,,,,,,,,,,,,,,,
1337,11/18/2022,S29,Short,11,39,37,,,,,,,,,,,,,,,
1338,11/20/2022,S29,Short,12,41,39,,,,,,,,,,,,,,,
1339,11/23/2022,S29,Short,13,44,42,,,,,,,,,,,,,,,
1340,11/26/2022,S29,Short,15,47,45,,,,,,,,,,,,,,,
1341,11/28/2022,S29,Short,15,49,47,,,,,,,,,,,,,,,
1342,11/30/2022,S29,Short,15,51,49,,,,,,,,,,,,,,,
1343,12/2/2022,S29,Short,15,53,51,,,,,,,,,,,,,,,
1344,12/4/2022,S29,Short,15,55,53,,,,,,,,,,,,,,,
1345,12/6/2022,S29,Short,16,57,55,,,,,,,,,,,,,,,
1346,12/10/2022,S29,Short,16,61,59,,,,,,,,,,,,,,,
1347,12/11/2022,S29,Short,NA,62,60,,,,,,,,,,,,,,,
1348,12/13/2022,S29,Short,17,64,62,,,,,,,,,,,,,,,
1349,12/15/2022,S29,Short,18,66,64,,,,,,,,,,,,,,,
1350,12/17/2022,S29,Short,18,68,66,,,,,,,,,,,,,,,
1351,9/28/2022,S30,Short,NA,,,,,,,,,,,,,,,,,
1352,9/29/2022,S30,Short,NA,,,,,,,,,,,,,,,,,
1353,9/30/2022,S30,Short,NA,,,,,,,,,,,,,,,,,
1354,10/1/2022,S30,Short,NA,,,,,,,,,,,,,,,,,
1355,10/2/2022,S30,Short,NA,,,,,,,,,,,,,,,,,
1356,10/3/2022,S30,Short,NA,,,,,,,,,,,,,,,,,
1357,10/4/2022,S30,Short,NA,,,,,,,,,,,,,,,,,
1358,10/5/2022,S30,Short,NA,,,,,,,,,,,,,,,,,
1359,10/6/2022,S30,Short,NA,,,,,,,,,,,,,,,,,
1360,10/7/2022,S30,Short,NA,,,,,,,,,,,,,,,,,
1361,10/8/2022,S30,Short,NA,,,,,,,,,,,,,,,,,
1362,10/9/2022,S30,Short,NA,,,,,,,,,,,,,,,,,
1363,10/10/2022,S30,Short,NA,0,,,,,,,,,,,,,,,,
1364,10/11/2022,S30,Short,NA,1,,,,,,,,,,,,,,,,
1365,10/12/2022,S30,Short,NA,2,,,,,,,,,,,,,,,,
1366,10/13/2022,S30,Short,NA,3,,,,,,,,,,,,,,,,
1367,10/14/2022,S30,Short,NA,4,,,,,,,,,,,,,,,,
1368,10/15/2022,S30,Short,NA,5,,,,,,,,,,,,,,,,
1369,10/16/2022,S30,Short,NA,6,,,,,,,,,,,,,,,,
1370,10/17/2022,S30,Short,NA,7,,,,,,,,,,,,,,,,
1371,10/18/2022,S30,Short,NA,8,,,,,,,,,,,,,,,,
1372,10/19/2022,S30,Short,NA,9,,,,,,,,,,,,,,,,
1373,10/21/2022,S30,Short,NA,11,,,,,,,,,,,,,,,,
1374,10/24/2022,S30,Short,NA,14,,,,,,,,,,,,,,,,
1375,10/24/2022,S30,Short,3,14,5,,,,,,,,,,,,,,,
1376,10/25/2022,S30,Short,NA,15,6,,,,,,,,,,,,,,,
1377,10/26/2022,S30,Short,3,16,7,,,,,,,,,,,,,,,
1378,10/27/2022,S30,Short,NA,17,8,,,,,,,,,,,,,,,
1379,10/31/2022,S30,Short,3,21,12,,,,,,,,,,,,,,,
1380,11/2/2022,S30,Short,4,23,14,,,,,,,,,,,,,,,
1381,11/4/2022,S30,Short,4,25,16,,,,,,,,,,,,,,,
1382,11/7/2022,S30,Short,5,28,19,,,,,,,,,,,,,,,
1383,11/9/2022,S30,Short,6,30,21,,,,,,,,,,,,,,,
1384,11/11/2022,S30,Short,7,32,23,,,,,,,,,,,,,,,
1385,11/14/2022,S30,Short,8,35,26,,,,,,,,,,,,,,,
1386,11/16/2022,S30,Short,8,37,28,,,,,,,,,,,,,,,
1387,11/18/2022,S30,Short,9,39,30,,,,,,,,,,,,,,,
1388,11/20/2022,S30,Short,9,41,32,,,,,,,,,,,,,,,
1389,11/23/2022,S30,Short,10,44,35,,,,,,,,,,,,,,,
1390,11/26/2022,S30,Short,12,47,38,,,,,,,,,,,,,,,
1391,11/28/2022,S30,Short,13,49,40,,,,,,,,,,,,,,,
1392,11/30/2022,S30,Short,14,51,42,,,,,,,,,,,,,,,
1393,12/2/2022,S30,Short,14,53,44,,,,,,,,,,,,,,,
1394,12/4/2022,S30,Short,13,55,46,,,,,,,,,,,,,,,
1395,12/6/2022,S30,Short,14,57,48,,,,,,,,,,,,,,,
1396,12/10/2022,S30,Short,NA,61,52,,,,,,,,,,,,,,,
1397,12/11/2022,S30,Short,NA,62,53,,,,,,,,,,,,,,,
1398,12/13/2022,S30,Short,NA,64,55,,,,,,,,,,,,,,,
1399,12/15/2022,S30,Short,NA,66,57,,,,,,,,,,,,,,,
1400,12/17/2022,S30,Short,NA,68,59,,,,,,,,,,,,,,,
1401,9/28/2022,S31,Short,NA,,,,,,,,,,,,,,,,,
1402,9/29/2022,S31,Short,NA,,,,,,,,,,,,,,,,,
1403,9/30/2022,S31,Short,NA,,,,,,,,,,,,,,,,,
1404,10/1/2022,S31,Short,NA,,,,,,,,,,,,,,,,,
1405,10/2/2022,S31,Short,NA,,,,,,,,,,,,,,,,,
1406,10/3/2022,S31,Short,NA,,,,,,,,,,,,,,,,,
1407,10/4/2022,S31,Short,NA,,,,,,,,,,,,,,,,,
1408,10/5/2022,S31,Short,NA,,,,,,,,,,,,,,,,,
1409,10/6/2022,S31,Short,NA,,,,,,,,,,,,,,,,,
1410,10/7/2022,S31,Short,NA,,,,,,,,,,,,,,,,,
1411,10/8/2022,S31,Short,NA,,,,,,,,,,,,,,,,,
1412,10/9/2022,S31,Short,NA,,,,,,,,,,,,,,,,,
1413,10/10/2022,S31,Short,NA,,,,,,,,,,,,,,,,,
1414,10/11/2022,S31,Short,NA,0,,,,,,,,,,,,,,,,
1415,10/12/2022,S31,Short,NA,1,,,,,,,,,,,,,,,,
1416,10/13/2022,S31,Short,NA,2,,,,,,,,,,,,,,,,
1417,10/14/2022,S31,Short,NA,3,,,,,,,,,,,,,,,,
1418,10/15/2022,S31,Short,NA,4,,,,,,,,,,,,,,,,
1419,10/16/2022,S31,Short,NA,5,,,,,,,,,,,,,,,,
1420,10/17/2022,S31,Short,NA,6,,,,,,,,,,,,,,,,
1421,10/18/2022,S31,Short,NA,7,,,,,,,,,,,,,,,,
1422,10/19/2022,S31,Short,NA,8,,,,,,,,,,,,,,,,
1423,10/21/2022,S31,Short,NA,9,,,,,,,,,,,,,,,,
1424,10/24/2022,S31,Short,NA,11,,,,,,,,,,,,,,,,
1425,10/24/2022,S31,Short,2,14,7,,,,,,,,,,,,,,,
1426,10/25/2022,S31,Short,NA,14,8,,,,,,,,,,,,,,,
1427,10/26/2022,S31,Short,3,15,9,,,,,,,,,,,,,,,
1428,10/27/2022,S31,Short,NA,16,10,,,,,,,,,,,,,,,
1429,10/31/2022,S31,Short,4,17,14,,,,,,,,,,,,,,,
1430,11/2/2022,S31,Short,4,21,16,,,,,,,,,,,,,,,
1431,11/4/2022,S31,Short,4,23,18,,,,,,,,,,,,,,,
1432,11/7/2022,S31,Short,5,25,21,,,,,,,,,,,,,,,
1433,11/9/2022,S31,Short,6,28,23,,,,,,,,,,,,,,,
1434,11/11/2022,S31,Short,7,30,25,,,,,,,,,,,,,,,
1435,11/14/2022,S31,Short,8,32,28,,,,,,,,,,,,,,,
1436,11/16/2022,S31,Short,8,35,30,,,,,,,,,,,,,,,
1437,11/18/2022,S31,Short,8,37,32,,,,,,,,,,,,,,,
1438,11/20/2022,S31,Short,9,39,34,,,,,,,,,,,,,,,
1439,11/23/2022,S31,Short,10,41,37,,,,,,,,,,,,,,,
1440,11/26/2022,S31,Short,11,44,40,,,,,,,,,,,,,,,
1441,11/28/2022,S31,Short,13,47,42,,,,,,,,,,,,,,,
1442,11/30/2022,S31,Short,13,49,44,,,,,,,,,,,,,,,
1443,12/2/2022,S31,Short,11,51,46,,,,,,,,,,,,,,,
1444,12/4/2022,S31,Short,10,53,48,,,,,,,,,,,,,,,
1445,12/6/2022,S31,Short,10,55,50,,,,,,,,,,,,,,,
1446,12/10/2022,S31,Short,NA,57,54,,,,,,,,,,,,,,,
1447,12/11/2022,S31,Short,NA,61,55,,,,,,,,,,,,,,,
1448,12/13/2022,S31,Short,NA,62,57,,,,,,,,,,,,,,,
1449,12/15/2022,S31,Short,NA,64,59,,,,,,,,,,,,,,,
1450,12/17/2022,S31,Short,NA,66,61,,,,,,,,,,,,,,,
1451,9/28/2022,S32,Short,NA,,,,,,,,,,,,,,,,,
1452,9/29/2022,S32,Short,NA,,,,,,,,,,,,,,,,,
1453,9/30/2022,S32,Short,NA,,,,,,,,,,,,,,,,,
1454,10/1/2022,S32,Short,NA,,,,,,,,,,,,,,,,,
1455,10/2/2022,S32,Short,NA,,,,,,,,,,,,,,,,,
1456,10/3/2022,S32,Short,NA,,,,,,,,,,,,,,,,,
1457,10/4/2022,S32,Short,NA,,,,,,,,,,,,,,,,,
1458,10/5/2022,S32,Short,NA,,,,,,,,,,,,,,,,,
1459,10/6/2022,S32,Short,NA,,,,,,,,,,,,,,,,,
1460,10/7/2022,S32,Short,NA,,,,,,,,,,,,,,,,,
1461,10/8/2022,S32,Short,NA,,,,,,,,,,,,,,,,,
1462,10/9/2022,S32,Short,NA,,,,,,,,,,,,,,,,,
1463,10/10/2022,S32,Short,NA,,,,,,,,,,,,,,,,,
1464,10/11/2022,S32,Short,NA,,,,,,,,,,,,,,,,,
1465,10/12/2022,S32,Short,NA,,,,,,,,,,,,,,,,,
1466,10/13/2022,S32,Short,NA,0,,,,,,,,,,,,,,,,
1467,10/14/2022,S32,Short,NA,1,,,,,,,,,,,,,,,,
1468,10/15/2022,S32,Short,NA,2,,,,,,,,,,,,,,,,
1469,10/16/2022,S32,Short,NA,3,,,,,,,,,,,,,,,,
1470,10/17/2022,S32,Short,NA,4,,,,,,,,,,,,,,,,
1471,10/18/2022,S32,Short,NA,5,,,,,,,,,,,,,,,,
1472,10/19/2022,S32,Short,NA,6,,,,,,,,,,,,,,,,
1473,10/21/2022,S32,Short,NA,7,,,,,,,,,,,,,,,,
1474,10/24/2022,S32,Short,NA,9,,,,,,,,,,,,,,,,
1475,10/24/2022,S32,Short,2,12,5,,,,,,,,,,,,,,,
1476,10/25/2022,S32,Short,NA,12,6,,,,,,,,,,,,,,,
1477,10/26/2022,S32,Short,3,13,7,,,,,,,,,,,,,,,
1478,10/27/2022,S32,Short,3,14,8,,,,,,,,,,,,,,,
1479,10/31/2022,S32,Short,3,15,12,,,,,,,,,,,,,,,
1480,11/2/2022,S32,Short,3,19,14,,,,,,,,,,,,,,,
1481,11/4/2022,S32,Short,4,21,16,,,,,,,,,,,,,,,
1482,11/7/2022,S32,Short,5,23,19,,,,,,,,,,,,,,,
1483,11/9/2022,S32,Short,5,26,21,,,,,,,,,,,,,,,
1484,11/11/2022,S32,Short,6,28,23,,,,,,,,,,,,,,,
1485,11/14/2022,S32,Short,8,30,26,,,,,,,,,,,,,,,
1486,11/16/2022,S32,Short,8,33,28,,,,,,,,,,,,,,,
1487,11/18/2022,S32,Short,8,35,30,,,,,,,,,,,,,,,
1488,11/20/2022,S32,Short,9,37,32,,,,,,,,,,,,,,,
1489,11/23/2022,S32,Short,11,39,35,,,,,,,,,,,,,,,
1490,11/26/2022,S32,Short,13,42,38,,,,,,,,,,,,,,,
1491,11/28/2022,S32,Short,13,45,40,,,,,,,,,,,,,,,
1492,11/30/2022,S32,Short,13,47,42,,,,,,,,,,,,,,,
1493,12/2/2022,S32,Short,15,49,44,,,,,,,,,,,,,,,
1494,12/4/2022,S32,Short,18,51,46,,,,,,,,,,,,,,,
1495,12/6/2022,S32,Short,18,53,48,,,,,,,,,,,,,,,
1496,12/10/2022,S32,Short,19,55,52,,,,,,,,,,,,,,,
1497,12/11/2022,S32,Short,NA,59,53,,,,,,,,,,,,,,,
1498,12/13/2022,S32,Short,19,60,55,,,,,,,,,,,,,,,
1499,12/15/2022,S32,Short,20,62,57,,,,,,,,,,,,,,,
1500,12/17/2022,S32,Short,20,64,59,,,,,,,,,,,,,,,
1501,9/28/2022,S33A,Short,NA,,,,,,,,,,,,,,,,,
1502,9/29/2022,S33A,Short,NA,,,,,,,,,,,,,,,,,
1503,9/30/2022,S33A,Short,NA,,,,,,,,,,,,,,,,,
1504,10/1/2022,S33A,Short,NA,,,,,,,,,,,,,,,,,
1505,10/2/2022,S33A,Short,NA,,,,,,,,,,,,,,,,,
1506,10/3/2022,S33A,Short,NA,,,,,,,,,,,,,,,,,
1507,10/4/2022,S33A,Short,NA,,,,,,,,,,,,,,,,,
1508,10/5/2022,S33A,Short,NA,,,,,,,,,,,,,,,,,
1509,10/6/2022,S33A,Short,NA,,,,,,,,,,,,,,,,,
1510,10/7/2022,S33A,Short,NA,,,,,,,,,,,,,,,,,
1511,10/8/2022,S33A,Short,NA,,,,,,,,,,,,,,,,,
1512,10/9/2022,S33A,Short,NA,,,,,,,,,,,,,,,,,
1513,10/10/2022,S33A,Short,NA,,,,,,,,,,,,,,,,,
1514,10/11/2022,S33A,Short,NA,,,,,,,,,,,,,,,,,
1515,10/12/2022,S33A,Short,NA,,,,,,,,,,,,,,,,,
1516,10/13/2022,S33A,Short,NA,,,,,,,,,,,,,,,,,
1517,10/14/2022,S33A,Short,NA,,,,,,,,,,,,,,,,,
1518,10/15/2022,S33A,Short,NA,,,,,,,,,,,,,,,,,
1519,10/16/2022,S33A,Short,NA,,,,,,,,,,,,,,,,,
1520,10/17/2022,S33A,Short,NA,,,,,,,,,,,,,,,,,
1521,10/18/2022,S33A,Short,NA,,,,,,,,,,,,,,,,,
1522,10/19/2022,S33A,Short,NA,,,,,,,,,,,,,,,,,
1523,10/21/2022,S33A,Short,1,4,0,,,,,,,,,,,,,,,
1524,10/24/2022,S33A,Short,NA,7,3,,,,,,,,,,,,,,,
1525,10/24/2022,S33A,Short,2,7,3,,,,,,,,,,,,,,,
1526,10/25/2022,S33A,Short,NA,8,4,,,,,,,,,,,,,,,
1527,10/26/2022,S33A,Short,2,9,5,,,,,,,,,,,,,,,
1528,10/27/2022,S33A,Short,2,10,6,,,,,,,,,,,,,,,
1529,10/31/2022,S33A,Short,3,14,10,,,,,,,,,,,,,,,
1530,11/2/2022,S33A,Short,3,16,12,,,,,,,,,,,,,,,
1531,11/4/2022,S33A,Short,5,18,14,,,,,,,,,,,,,,,
1532,11/7/2022,S33A,Short,5,21,17,,,,,,,,,,,,,,,
1533,11/9/2022,S33A,Short,5,23,19,,,,,,,,,,,,,,,
1534,11/11/2022,S33A,Short,5,25,21,,,,,,,,,,,,,,,
1535,11/14/2022,S33A,Short,5,28,24,,,,,,,,,,,,,,,
1536,11/16/2022,S33A,Short,5,30,26,,,,,,,,,,,,,,,
1537,11/18/2022,S33A,Short,5,32,28,,,,,,,,,,,,,,,
1538,11/20/2022,S33A,Short,6,34,30,,,,,,,,,,,,,,,
1539,11/23/2022,S33A,Short,6,37,33,,,,,,,,,,,,,,,
1540,11/26/2022,S33A,Short,8,40,36,,,,,,,,,,,,,,,
1541,11/28/2022,S33A,Short,9,42,38,,,,,,,,,,,,,,,
1542,11/30/2022,S33A,Short,9,44,40,,,,,,,,,,,,,,,
1543,12/2/2022,S33A,Short,9,46,42,,,,,,,,,,,,,,,
1544,12/4/2022,S33A,Short,11,48,44,,,,,,,,,,,,,,,
1545,12/6/2022,S33A,Short,11,50,46,,,,,,,,,,,,,,,
1546,12/10/2022,S33A,Short,12,54,50,,,,,,,,,,,,,,,
1547,12/11/2022,S33A,Short,NA,55,51,,,,,,,,,,,,,,,
1548,12/13/2022,S33A,Short,13,57,53,,,,,,,,,,,,,,,
1549,12/15/2022,S33A,Short,13,59,55,,,,,,,,,,,,,,,
1550,12/17/2022,S33A,Short,14,61,57,,,,,,,,,,,,,,,
1551,9/28/2022,S33B,Short,NA,,,,,,,,,,,,,,,,,
1552,9/29/2022,S33B,Short,NA,,,,,,,,,,,,,,,,,
1553,9/30/2022,S33B,Short,NA,,,,,,,,,,,,,,,,,
1554,10/1/2022,S33B,Short,NA,,,,,,,,,,,,,,,,,
1555,10/2/2022,S33B,Short,NA,,,,,,,,,,,,,,,,,
1556,10/3/2022,S33B,Short,NA,,,,,,,,,,,,,,,,,
1557,10/4/2022,S33B,Short,NA,,,,,,,,,,,,,,,,,
1558,10/5/2022,S33B,Short,NA,,,,,,,,,,,,,,,,,
1559,10/6/2022,S33B,Short,NA,,,,,,,,,,,,,,,,,
1560,10/7/2022,S33B,Short,NA,,,,,,,,,,,,,,,,,
1561,10/8/2022,S33B,Short,NA,,,,,,,,,,,,,,,,,
1562,10/9/2022,S33B,Short,NA,,,,,,,,,,,,,,,,,
1563,10/10/2022,S33B,Short,NA,,,,,,,,,,,,,,,,,
1564,10/11/2022,S33B,Short,NA,,,,,,,,,,,,,,,,,
1565,10/12/2022,S33B,Short,NA,,,,,,,,,,,,,,,,,
1566,10/13/2022,S33B,Short,NA,,,,,,,,,,,,,,,,,
1567,10/14/2022,S33B,Short,NA,,,,,,,,,,,,,,,,,
1568,10/15/2022,S33B,Short,NA,,,,,,,,,,,,,,,,,
1569,10/16/2022,S33B,Short,NA,,,,,,,,,,,,,,,,,
1570,10/17/2022,S33B,Short,NA,,,,,,,,,,,,,,,,,
1571,10/18/2022,S33B,Short,NA,,,,,,,,,,,,,,,,,
1572,10/19/2022,S33B,Short,NA,,,,,,,,,,,,,,,,,
1573,10/21/2022,S33B,Short,NA,,,,,,,,,,,,,,,,,
1574,10/24/2022,S33B,Short,NA,,,,,,,,,,,,,,,,,
1575,10/24/2022,S33B,Short,NA,,,,,,,,,,,,,,,,,
1576,10/25/2022,S33B,Short,NA,,,,,,,,,,,,,,,,,
1577,10/26/2022,S33B,Short,NA,,,,,,,,,,,,,,,,,
1578,10/27/2022,S33B,Short,NA,,,,,,,,,,,,,,,,,
1579,10/31/2022,S33B,Short,NA,,,,,,,,,,,,,,,,,
1580,11/2/2022,S33B,Short,1,16,0,,,,,,,,,,,,,,,
1581,11/4/2022,S33B,Short,2,18,2,,,,,,,,,,,,,,,
1582,11/7/2022,S33B,Short,2,21,5,,,,,,,,,,,,,,,
1583,11/9/2022,S33B,Short,2,23,7,,,,,,,,,,,,,,,
1584,11/11/2022,S33B,Short,2,25,9,,,,,,,,,,,,,,,
1585,11/14/2022,S33B,Short,2,28,12,,,,,,,,,,,,,,,
1586,11/16/2022,S33B,Short,2,30,14,,,,,,,,,,,,,,,
1587,11/18/2022,S33B,Short,3,32,16,,,,,,,,,,,,,,,
1588,11/20/2022,S33B,Short,3,34,18,,,,,,,,,,,,,,,
1589,11/23/2022,S33B,Short,4,37,21,,,,,,,,,,,,,,,
1590,11/26/2022,S33B,Short,5,40,24,,,,,,,,,,,,,,,
1591,11/28/2022,S33B,Short,5,42,26,,,,,,,,,,,,,,,
1592,11/30/2022,S33B,Short,6,44,28,,,,,,,,,,,,,,,
1593,12/2/2022,S33B,Short,6,46,30,,,,,,,,,,,,,,,
1594,12/4/2022,S33B,Short,6,48,32,,,,,,,,,,,,,,,
1595,12/6/2022,S33B,Short,6,50,34,,,,,,,,,,,,,,,
1596,12/10/2022,S33B,Short,7,54,38,,,,,,,,,,,,,,,
1597,12/11/2022,S33B,Short,NA,55,39,,,,,,,,,,,,,,,
1598,12/13/2022,S33B,Short,8,57,41,,,,,,,,,,,,,,,
1599,12/15/2022,S33B,Short,10,59,43,,,,,,,,,,,,,,,
1600,12/17/2022,S33B,Short,11,61,45,,,,,,,,,,,,,,,
1601,9/28/2022,S34A,Short,NA,,,,,,,,,,,,,,,,,
1602,9/29/2022,S34A,Short,NA,,,,,,,,,,,,,,,,,
1603,9/30/2022,S34A,Short,NA,,,,,,,,,,,,,,,,,
1604,10/1/2022,S34A,Short,NA,,,,,,,,,,,,,,,,,
1605,10/2/2022,S34A,Short,NA,,,,,,,,,,,,,,,,,
1606,10/3/2022,S34A,Short,NA,,,,,,,,,,,,,,,,,
1607,10/4/2022,S34A,Short,NA,,,,,,,,,,,,,,,,,
1608,10/5/2022,S34A,Short,NA,,,,,,,,,,,,,,,,,
1609,10/6/2022,S34A,Short,NA,,,,,,,,,,,,,,,,,
1610,10/7/2022,S34A,Short,NA,,,,,,,,,,,,,,,,,
1611,10/8/2022,S34A,Short,NA,,,,,,,,,,,,,,,,,
1612,10/9/2022,S34A,Short,NA,,,,,,,,,,,,,,,,,
1613,10/10/2022,S34A,Short,NA,,,,,,,,,,,,,,,,,
1614,10/11/2022,S34A,Short,NA,,,,,,,,,,,,,,,,,
1615,10/12/2022,S34A,Short,NA,,,,,,,,,,,,,,,,,
1616,10/13/2022,S34A,Short,NA,,,,,,,,,,,,,,,,,
1617,10/14/2022,S34A,Short,NA,,,,,,,,,,,,,,,,,
1618,10/15/2022,S34A,Short,NA,,,,,,,,,,,,,,,,,
1619,10/16/2022,S34A,Short,NA,,,,,,,,,,,,,,,,,
1620,10/17/2022,S34A,Short,NA,,,,,,,,,,,,,,,,,
1621,10/18/2022,S34A,Short,NA,,,,,,,,,,,,,,,,,
1622,10/19/2022,S34A,Short,NA,,,,,,,,,,,,,,,,,
1623,10/21/2022,S34A,Short,NA,,,,,,,,,,,,,,,,,
1624,10/24/2022,S34A,Short,NA,,,,,,,,,,,,,,,,,
1625,10/24/2022,S34A,Short,1,7,3,,,,,,,,,,,,,,,
1626,10/25/2022,S34A,Short,NA,8,4,,,,,,,,,,,,,,,
1627,10/26/2022,S34A,Short,2,9,5,,,,,,,,,,,,,,,
1628,10/27/2022,S34A,Short,NA,10,6,,,,,,,,,,,,,,,
1629,10/31/2022,S34A,Short,NA,14,10,,,,,,,,,,,,,,,
1630,11/2/2022,S34A,Short,2,16,12,,,,,,,,,,,,,,,
1631,11/4/2022,S34A,Short,3,18,14,,,,,,,,,,,,,,,
1632,11/7/2022,S34A,Short,4,21,17,,,,,,,,,,,,,,,
1633,11/9/2022,S34A,Short,4,23,19,,,,,,,,,,,,,,,
1634,11/11/2022,S34A,Short,5,25,21,,,,,,,,,,,,,,,
1635,11/14/2022,S34A,Short,5,28,24,,,,,,,,,,,,,,,
1636,11/16/2022,S34A,Short,5,30,26,,,,,,,,,,,,,,,
1637,11/18/2022,S34A,Short,5,32,28,,,,,,,,,,,,,,,
1638,11/20/2022,S34A,Short,6,34,30,,,,,,,,,,,,,,,
1639,11/23/2022,S34A,Short,7,37,33,,,,,,,,,,,,,,,
1640,11/26/2022,S34A,Short,8,40,36,,,,,,,,,,,,,,,
1641,11/28/2022,S34A,Short,9,42,38,,,,,,,,,,,,,,,
1642,11/30/2022,S34A,Short,9,44,40,,,,,,,,,,,,,,,
1643,12/2/2022,S34A,Short,9,46,42,,,,,,,,,,,,,,,
1644,12/4/2022,S34A,Short,11,48,44,,,,,,,,,,,,,,,
1645,12/6/2022,S34A,Short,11,50,46,,,,,,,,,,,,,,,
1646,12/10/2022,S34A,Short,NA,54,50,,,,,,,,,,,,,,,
1647,12/11/2022,S34A,Short,NA,55,51,,,,,,,,,,,,,,,
1648,12/13/2022,S34A,Short,NA,57,53,,,,,,,,,,,,,,,
1649,12/15/2022,S34A,Short,NA,59,55,,,,,,,,,,,,,,,
1650,12/17/2022,S34A,Short,NA,61,57,,,,,,,,,,,,,,,
1651,9/28/2022,S34B,Short,NA,,,,,,,,,,,,,,,,,
1652,9/29/2022,S34B,Short,NA,,,,,,,,,,,,,,,,,
1653,9/30/2022,S34B,Short,NA,,,,,,,,,,,,,,,,,
1654,10/1/2022,S34B,Short,NA,,,,,,,,,,,,,,,,,
1655,10/2/2022,S34B,Short,NA,,,,,,,,,,,,,,,,,
1656,10/3/2022,S34B,Short,NA,,,,,,,,,,,,,,,,,
1657,10/4/2022,S34B,Short,NA,,,,,,,,,,,,,,,,,
1658,10/5/2022,S34B,Short,NA,,,,,,,,,,,,,,,,,
1659,10/6/2022,S34B,Short,NA,,,,,,,,,,,,,,,,,
1660,10/7/2022,S34B,Short,NA,,,,,,,,,,,,,,,,,
1661,10/8/2022,S34B,Short,NA,,,,,,,,,,,,,,,,,
1662,10/9/2022,S34B,Short,NA,,,,,,,,,,,,,,,,,
1663,10/10/2022,S34B,Short,NA,,,,,,,,,,,,,,,,,
1664,10/11/2022,S34B,Short,NA,,,,,,,,,,,,,,,,,
